Samples,Val,Method
1900,28.9726244845814,Unicorn
2000,28.9007145097499,Unicorn
2100,28.9759503209174,Unicorn
2200,29.0508265822107,Unicorn
2300,29.051545681959,Unicorn
2400,29.1265118307209,Unicorn
2500,29.202197079231,Unicorn
2600,29.2771632279929,Unicorn
2700,29.3519496018176,Unicorn
2800,29.4265562007053,Unicorn
2900,29.4284438375447,Unicorn
3000,29.5038594236492,Unicorn
3100,29.5789154598796,Unicorn
3200,29.8744654564371,Unicorn
3300,29.875454218591,Unicorn
3400,30.3176106763363,Unicorn
3500,30.3176106763363,Unicorn
3600,30.3176106763363,Unicorn
