Samples,Val,Method
300,106.340764269528,Unicorn
400,97.0121826034747,Unicorn
500,91.4445972380934,Unicorn
600,86.4341190370126,Unicorn
700,81.4260812302686,Unicorn
800,77.66996571827,Unicorn
900,75.9913230423583,Unicorn
1000,74.7265015204044,Unicorn
1100,73.6049660087932,Unicorn
1200,72.6221843466135,Unicorn
1300,69.9694757025818,Unicorn
1400,67.5873022021654,Unicorn
1500,66.0484592589723,Unicorn
1600,64.2303654781042,Unicorn
1700,63.2489783269741,Unicorn
1800,62.1236079099766,Unicorn
1900,62.1134977048672,Unicorn
2000,61.2600569425345,Unicorn
2100,61.2509926207124,Unicorn
2200,60.6813348569658,Unicorn
2300,60.1054017934962,Unicorn
2400,56.2119269431156,Unicorn
2500,52.0385039995352,Unicorn
2600,49.8121671089074,Unicorn
2700,49.6629544266042,Unicorn
2800,49.784974143441,Unicorn
2900,49.4973562394685,Unicorn
3000,48.6505394046212,Unicorn
3100,48.2276539288412,Unicorn
3200,47.8016308031996,Unicorn
3300,47.5181964323759,Unicorn
3400,46.6807925471132,Unicorn
3500,46.6807925471132,Unicorn
3600,46.6807925471132,Unicorn
