Samples,Val,Method
400,13.6691930782824,JUMBO
500,15.2879764992082,JUMBO
600,17.9351624476931,JUMBO
700,20.7264380082467,JUMBO
800,25.6513724095197,JUMBO
900,28.0037274611954,JUMBO
1000,30.7240818090714,JUMBO
1100,32.930100061965,JUMBO
1200,34.3274007604097,JUMBO
1300,34.7691976682808,JUMBO
1400,35.7275778578477,JUMBO
1500,36.3904080508572,JUMBO
1600,37.8617760233784,JUMBO
1700,39.3350316327389,JUMBO
1800,39.852154239246,JUMBO
1900,40.7366469296736,JUMBO
2000,41.5462633588078,JUMBO
2100,41.9149817547564,JUMBO
2200,42.2839698131106,JUMBO
2300,43.0200582929796,JUMBO
2400,43.5353831501159,JUMBO
2500,43.5353831501159,JUMBO
2600,43.5353831501159,JUMBO
2700,43.5353831501159,JUMBO
2800,43.5353831501159,JUMBO
2900,43.5353831501159,JUMBO
3000,43.5353831501159,JUMBO
3100,43.5353831501159,JUMBO
3200,43.5353831501159,JUMBO
3300,43.5353831501159,JUMBO
3400,43.5353831501159,JUMBO
3500,43.5353831501159,JUMBO
3600,43.5353831501159,JUMBO
0,3.51802148119248,JUMBO
100,4.84260321758887,JUMBO
200,6.97392498412626,JUMBO
300,9.17760616283784,JUMBO
400,10.9403893083637,JUMBO
500,16.1551209082077,JUMBO
600,20.0476078458373,JUMBO
700,22.6921870577345,JUMBO
800,24.9689467483686,JUMBO
900,26.291191410583,JUMBO
1000,28.1280418301854,JUMBO
1100,28.8638606476488,JUMBO
1200,29.8210723001247,JUMBO
1300,30.0421954727316,JUMBO
1400,30.9265083882221,JUMBO
1500,32.3993145602399,JUMBO
1600,32.6940555695805,JUMBO
1700,33.2837173631989,JUMBO
1800,33.7269524705666,JUMBO
1900,34.243625639731,JUMBO
2000,34.6125238106167,JUMBO
2100,34.9822309687192,JUMBO
2200,35.4985445880094,JUMBO
2300,35.9418695828456,JUMBO
2400,36.8253735111193,JUMBO
2500,37.341777017878,JUMBO
2600,37.5646080523872,JUMBO
2700,38.0077532722864,JUMBO
2800,38.1555282705651,JUMBO
2900,38.6731003144149,JUMBO
3000,39.1155264345657,JUMBO
3100,39.190222920922,JUMBO
3200,39.7802442644145,JUMBO
3300,40.0019067618326,JUMBO
3400,40.7392536662612,JUMBO
3500,41.3290952348167,JUMBO
3600,42.0651837146857,JUMBO
0,3.29752752086537,SMAC
100,3.59379661717119,SMAC
200,5.21356880025091,SMAC
300,6.09725250346163,SMAC
400,8.01068704625953,SMAC
500,8.96664027417591,SMAC
600,9.40933605673238,SMAC
700,9.77868366496071,SMAC
800,10.2967950336217,SMAC
900,11.3297818220764,SMAC
1000,11.4060962828663,SMAC
1100,11.7760731033744,SMAC
1200,12.0732410743656,SMAC
1300,12.1472184609735,SMAC
1400,12.2961619963433,SMAC
1500,12.3720270197905,SMAC
1600,12.5213301050345,SMAC
1700,17.5962962537963,SMAC
1800,17.5962962537963,SMAC
1900,17.5962962537963,SMAC
2000,17.5962962537963,SMAC
2100,17.5962962537963,SMAC
2200,17.5962962537963,SMAC
2300,17.5962962537963,SMAC
2400,17.5962962537963,SMAC
2500,17.5962962537963,SMAC
2600,17.5962962537963,SMAC
2700,17.5962962537963,SMAC
2800,21.0123834331658,SMAC
2900,21.0123834331658,SMAC
3000,21.0123834331658,SMAC
3100,21.0123834331658,SMAC
3200,21.0123834331658,SMAC
3300,21.0123834331658,SMAC
3400,21.0123834331658,SMAC
3500,21.0123834331658,SMAC
3600,21.0123834331658,SMAC
0,3.44422386952164,SMAC
100,7.92987821204262,SMAC
200,12.0439377596218,SMAC
300,16.6005133148203,SMAC
400,17.1183550210757,SMAC
500,17.8557019255043,SMAC
600,18.3728245320114,SMAC
700,18.5222175047239,SMAC
800,18.5989814028565,SMAC
900,18.6770037255487,SMAC
