Samples,Val,Method
400,148.183118741059,Unicorn
500,143.376251788269,Unicorn
600,136.280400572246,Unicorn
700,130.32904148784,Unicorn
800,123.233190271817,Unicorn
900,118.426323319027,Unicorn
1000,115.221745350501,Unicorn
1100,110.414878397711,Unicorn
1200,106.065808297568,Unicorn
1300,102.861230329041,Unicorn
1400,98.9699570815451,Unicorn
1500,97.5965665236052,Unicorn
1600,95.5364806866953,Unicorn
1700,92.1030042918455,Unicorn
1800,91.1874105865522,Unicorn
1900,83.1759656652361,Unicorn
2000,78.5979971387697,Unicorn
2100,74.4778254649499,Unicorn
2200,71.5021459227468,Unicorn
2300,67.6108726752504,Unicorn
2400,64.8640915593705,Unicorn
2500,63.032904148784,Unicorn
2600,60.2861230329042,Unicorn
2700,59.1416309012876,Unicorn
2800,57.5393419170243,Unicorn
2900,55.4792560801145,Unicorn
3000,54.5636623748212,Unicorn
3100,51.1301859799714,Unicorn
3200,48.3834048640916,Unicorn
3300,48.1545064377683,Unicorn
3400,47.238912732475,Unicorn
3500,47.0100143061516,Unicorn
3600,47.0100143061516,Unicorn
