Samples,Val,Method
3500,57.5510175394755,Unicorn
3600,57.5510175394755,Unicorn
0,144.012170646758,Unicorn
100,141.421009886454,Unicorn
200,136.978501257282,Unicorn
300,132.289307635841,Unicorn
400,127.230328611367,Unicorn
500,121.924785637309,Unicorn
600,116.619242663251,Unicorn
700,112.669256719821,Unicorn
800,108.345369922064,Unicorn
900,105.01076498977,Unicorn
1000,101.059810704859,Unicorn
1100,98.3422813812923,Unicorn
1200,96.3632334796258,Unicorn
1300,95.6149476002311,Unicorn
1400,95.1162517375482,Unicorn
1500,94.7388406453527,Unicorn
1600,93.0039358395677,Unicorn
1700,92.2587970699861,Unicorn
1800,92.2526238930451,Unicorn
1900,90.5205030690177,Unicorn
2000,90.0219282490199,Unicorn
2100,88.9085776313118,Unicorn
2200,85.82428897184,Unicorn
2300,84.2170841988536,Unicorn
2400,82.7321325378356,Unicorn
2500,80.3869305136895,Unicorn
2600,77.0547464350977,Unicorn
2700,72.7361855154856,Unicorn
2800,71.9918940446999,Unicorn
2900,70.0163563809018,Unicorn
3000,67.5481749886766,Unicorn
3100,66.4362768831899,Unicorn
3200,66.5580458244178,Unicorn
3300,65.9400018742093,Unicorn
3400,65.1994627266622,Unicorn
3500,63.3483569431646,Unicorn
3600,63.3483569431646,Unicorn
